Claim Number,Date Received,Incident Date,Airport Code,Airport Name,Airline Name,Claim Type,Claim Site,Item Category,Close Amount,Disposition
2010020168094,26-Jan-10,1/16/10 8:15,SJC,Norman Y Mineta San Jose International,UAL  ,Passenger Property Loss,Checked Baggage,Clothing,$95.00 ,Approve in Full
2010020168100,26-Jan-10,1/7/10 15:45,IAD,Washington Dulles International,UAL  ,Passenger Property Loss,Checkpoint,-,-,-
2010020168103,26-Jan-10,1/25/10 0:00,MCO,Orlando International Airport,Continental Airlines  ,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses; Cameras; Cameras,$0.00 ,Deny
2010020168105,26-Jan-10,1/16/10 0:00,TPA,Tampa International,Jet Blue,Passenger Property Loss,Checked Baggage,Jewelry & Watches,-,-
2010020168107,26-Jan-10,1/24/10 0:00,IAD,Washington Dulles International,UAL  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,$132.38 ,Approve in Full
2010020268137,26-Jan-10,1/2/10 22:00,SAN,San Diego International,Continental Airlines  ,Passenger Property Loss,Checked Baggage,Computer & Accessories,$35.00 ,Approve in Full
2010020268138,26-Jan-10,1/4/10 0:00,ORD,Chicago O'Hare International Airport,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Computer & Accessories,$0.00 ,Deny
2010020268146,26-Jan-10,1/2/10 16:01,DEN,Denver International Airport ,Southwest Airlines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses; Clothing; Jewelry & Watches,$0.00 ,Deny
2010020268147,26-Jan-10,1/5/10 8:40,MDW,Midway International Airport,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Jewelry & Watches,$0.00 ,Deny
2010020268148,26-Jan-10,1/13/10 0:00,IAH,Houston - George Bush Intercontinental Airport,Continental Airlines  ,Property Damage,Checked Baggage,Tools & Home Improvement Supplies,$175.00 ,Settle
2010020268149,26-Jan-10,1/5/10 5:30,LAX,Los Angeles International Airport ,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Audio/Video; Toys & Games,$0.00 ,Deny
2010020268150,26-Jan-10,1/10/10 6:00,LGA,LaGuardia ,American Airlines  ,Passenger Property Loss,Checked Baggage,"Books, Magazines & Other; Clothing",$0.00 ,Deny
2010020268159,26-Jan-10,1/7/10 7:15,CMH,Port Columbus International,Delta Air Lines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses; Travel Accessories,$0.00 ,Deny
2010020268166,26-Jan-10,1/10/10 0:00,BLI,Bellingham International,Allegiant Air,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses; Clothing; Sporting Equipment & Supplies,$0.00 ,Deny
2010020368202,26-Jan-10,1/7/10 18:00,JFK,John F. Kennedy International,Virgin Atlantic,Passenger Property Loss,Checkpoint,Clothing,$0.00 ,Deny
2010020368211,26-Jan-10,1/1/10 0:00,BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Clothing,$0.00 ,Deny
2010020368227,26-Jan-10,1/9/10 0:00,PBI,Palm Beach International,Jet Blue,Passenger Property Loss,Checkpoint,-,$0.00 ,Deny
2010020368229,26-Jan-10,1/11/10 13:08,JFK,John F. Kennedy International,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Clothing,$0.00 ,Deny
2010020368231,26-Jan-10,1/9/10 0:00,LAX,Los Angeles International Airport ,Westjet Airlines Ltd  ,Passenger Property Loss,Checked Baggage,Computer & Accessories,$0.00 ,Deny
2010020368238,26-Jan-10,1/13/10 5:00,SYR,Syracuse-Hancock International,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Personal Electronics,$0.00 ,Deny
2010020368252,26-Jan-10,1/10/10 21:00,ABQ,Albuquerque International Sunport Airport,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Jewelry & Watches; Personal Accessories,$0.00 ,Deny
2010020468280,26-Jan-10,1/23/10 4:00,ORD,Chicago O'Hare International Airport,USAir  ,Passenger Property Loss,Checked Baggage,Computer & Accessories; Personal Electronics; Personal Electronics,$0.00 ,Deny
2010020468286,26-Jan-10,1/8/10 0:00,JFK,John F. Kennedy International,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Jewelry & Watches,$0.00 ,Deny
2010020468291,26-Jan-10,1/13/10 22:00,OGG,"Kahului-Maui, HI",USAir  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,$50.00 ,Settle
2010020468297,26-Jan-10,1/4/10 23:00,BNA,Nashville International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses; Cameras; Cosmetics & Grooming; Other,$0.00 ,Deny
2010020468319,26-Jan-10,1/22/10 10:45,LAX,Los Angeles International Airport ,Northwest Airlines  ,Passenger Property Loss,Checked Baggage,-,$0.00 ,Deny
2010022368655,26-Jan-10,1/1/10 19:00,F,Foreign airport,Continental Airlines  ,Passenger Property Loss,Checked Baggage,Cameras; Cameras,$0.00 ,Deny
2010012667868,27-Jan-10,1/3/10 0:00,MIA,Miami International Airport,American Airlines  ,Passenger Property Loss,Checked Baggage,Currency,$0.00 ,Deny
2010012767943,27-Jan-10,1/16/10 10:30,LAX,Los Angeles International Airport ,Korean Airlines  ,Passenger Property Loss,Checkpoint,Other,$0.00 ,Deny
2010012767946,27-Jan-10,1/17/10 12:00,MTJ,Montrose Regional Airport,UAL  ,Passenger Property Loss,Checked Baggage,Clothing,$183.43 ,Approve in Full
2010012968051,27-Jan-10,1/17/10 0:00,MIA,Miami International Airport,TAM airlines,Property Damage,Checked Baggage,Other,$0.00 ,Deny
2010020168095,27-Jan-10,1/22/10 0:00,LAX,Los Angeles International Airport ,Southwest Airlines  ,Property Damage,Checked Baggage,Personal Electronics,$450.00 ,Approve in Full
2010020168097,27-Jan-10,1/19/10 17:00,IAH,Houston - George Bush Intercontinental Airport,Qatar airlines,Passenger Property Loss,Checkpoint,Jewelry & Watches,$0.00 ,Deny
2010020168098,27-Jan-10,1/8/10 0:00,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,$0.00 ,Deny
2010020168099,27-Jan-10,1/14/10 16:00,FLL,Ft. Lauderdale-Hollywood International,Southwest Airlines  ,Property Damage,Checkpoint,Computer & Accessories,$0.00 ,Deny
2010020168101,27-Jan-10,1/20/10 10:00,HOU,William P. Hobby,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Computer & Accessories,$0.00 ,Deny
2010020168104,27-Jan-10,1/22/10 0:00,GSP,Greenville-Spartanburg,Delta Air Lines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,$120.00 ,Approve in Full
2010020168108,27-Jan-10,1/3/10 4:45,DCA,Ronald Reagan Washington National Airport,Delta Air Lines  ,Passenger Property Loss,Checkpoint,Cosmetics & Grooming,$0.00 ,Deny
2010020168109,27-Jan-10,1/23/10 0:00,COS,Colorado Springs Municipal,UAL  ,Property Damage,Checked Baggage,Baggage/Cases/Purses; Clothing,$0.00 ,Deny
2010020168114,27-Jan-10,1/8/10 11:00,DEN,Denver International Airport ,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses; Cosmetics & Grooming,-,-
2010020168116,27-Jan-10,1/17/10 6:00,DTW,Detroit Metropolitan Wayne County Airport,Northwest Airlines  ,Passenger Property Loss,Checked Baggage,Travel Accessories,$0.00 ,Deny
2010020168118,27-Jan-10,1/23/10 0:00,LAS,McCarran International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Sporting Equipment & Supplies,$0.00 ,Deny
2010020168121,27-Jan-10,1/22/10 6:00,DFW,Dallas-Fort Worth International Airport ,Air Canada,Property Damage,Checked Baggage,Food & Drink; Food & Drink,$0.00 ,Deny
2010020268134,27-Jan-10,1/14/10 12:00,LIT,Little Rock National,Southwest Airlines  ,Passenger Property Loss,Checkpoint,Personal Electronics,$67.50 ,Settle
2010020268155,27-Jan-10,1/5/10 0:00,SAN,San Diego International,Alaska Airlines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,$0.00 ,Deny
2010020268157,27-Jan-10,1/13/10 0:00,STT,Cyril E. King International,Spirit Airlines,Passenger Property Loss,Checked Baggage,Computer & Accessories,$0.00 ,Deny
2010020568342,27-Jan-10,1/13/10 6:15,PHX,Phoenix Sky Harbor International,Southwest Airlines  ,Passenger Property Loss,Checkpoint,Cameras; Cameras,$0.00 ,Deny
2010020568344,27-Jan-10,1/11/10 17:58,CLT,Charlotte/Douglas International Airport,UAL  ,Passenger Property Loss,Checked Baggage,Computer & Accessories,$0.00 ,Deny
2010020568357,27-Jan-10,1/18/10 8:30,MDW,Midway International Airport,Southwest Airlines  ,Property Damage,Checked Baggage,Cosmetics & Grooming,$0.00 ,Deny
2010021268373,27-Jan-10,1/1/10 13:30,BOS,Boston (Logan) International Airport ,American Airlines  ,Property Damage,Checkpoint,Clothing,$225.00 ,Approve in Full
2010030369022,27-Jan-10,1/3/10 16:00,FLL,Ft. Lauderdale-Hollywood International,Continental Airlines  ,Passenger Property Loss,Checked Baggage,Computer & Accessories,$0.00 ,Deny
2010012868001,28-Jan-10,1/28/10 0:00,HNL,Honolulu International Airport,Alaska Airlines  ,Property Damage,Checkpoint,Computer & Accessories,$0.00 ,Deny
2010020168113,28-Jan-10,1/26/10 10:35,MIA,Miami International Airport,American Airlines  ,Passenger Property Loss,Checked Baggage,Computer & Accessories,$0.00 ,Deny
2010020168119,28-Jan-10,1/13/10 5:00,ONT,Ontario International,Northwest Airlines  ,Property Damage,Checked Baggage,Other,$30.00 ,Approve in Full
2010020168124,28-Jan-10,1/5/10 6:31,CLT,Charlotte/Douglas International Airport,USAir  ,Passenger Property Loss,Checked Baggage,Clothing,$27.23 ,Approve in Full
2010020268158,28-Jan-10,1/10/10 0:00,FLL,Ft. Lauderdale-Hollywood International,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Personal Accessories,$0.00 ,Deny
2010020268164,28-Jan-10,1/25/10 10:30,MCO,Orlando International Airport,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Travel Accessories,$0.00 ,Deny
2010020268174,28-Jan-10,1/8/10 9:15,MCO,Orlando International Airport,Northwest Airlines  ,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,$0.00 ,Deny
2010020268177,28-Jan-10,1/9/10 9:00,SEA,Seattle-Tacoma International,Northwest Airlines  ,Passenger Property Loss,Checked Baggage,Jewelry & Watches,$0.00 ,Deny
2010020268184,28-Jan-10,1/1/10 10:00,JFK,John F. Kennedy International,Jet Blue,Property Damage,Checked Baggage,Baggage/Cases/Purses,$55.98 ,Approve in Full
2010020268186,28-Jan-10,1/17/10 10:17,PHL,Philadelphia International Airport,USAir  ,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,$0.00 ,Deny
2010020368187,28-Jan-10,1/19/10 6:30,EWR,Newark International Airport,Continental Airlines  ,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,"$1,300.94 ",Settle
2010020368194,28-Jan-10,1/7/10 15:45,IAD,Washington Dulles International,UAL  ,Passenger Property Loss,Checkpoint,Personal Electronics,$0.00 ,Deny
2010020368196,28-Jan-10,1/17/10 0:00,MCO,Orlando International Airport,Air Canada,Passenger Property Loss,Checked Baggage,Travel Accessories,$14.47 ,Approve in Full
2010020368206,28-Jan-10,1/4/10 13:00,-,-,-,Property Damage,-,Baggage/Cases/Purses,-,-
2010020368223,28-Jan-10,1/2/10 0:00,MDW,Midway International Airport,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Computer & Accessories; Personal Electronics,$0.00 ,Deny
2010020368225,28-Jan-10,1/15/10 10:00,IAH,Houston - George Bush Intercontinental Airport,Pan American Airways Corp.,Passenger Property Loss,Checked Baggage,Travel Accessories,$0.00 ,Deny
2010020368226,28-Jan-10,1/13/10 14:30,IAD,Washington Dulles International,Lufthansa  ,Passenger Property Loss,Checked Baggage,"Books, Magazines & Other",$0.00 ,Deny
2010020368244,28-Jan-10,1/4/10 0:00,DEN,Denver International Airport ,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Toys & Games,-,-
2010020368251,28-Jan-10,1/15/10 0:00,OKC,Will Rogers World,Southwest Airlines  ,Property Damage,Checked Baggage,Computer & Accessories,$0.00 ,Deny
2010020368256,28-Jan-10,1/12/10 16:00,HOU,William P. Hobby,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,$0.00 ,Deny
2010020368258,28-Jan-10,1/27/10 10:00,ATL,Hartsfield-Jackson Atlanta International Airport,-,Passenger Property Loss,Checked Baggage,Other,-,-
2010020368262,28-Jan-10,1/17/10 18:00,MCO,Orlando International Airport,Southwest Airlines  ,Property Damage,Checked Baggage,Clothing,$0.00 ,Deny
2010020468332,28-Jan-10,1/17/10 23:00,OGG,"Kahului-Maui, HI",Hawaiian Airlines  ,Passenger Property Loss,Checked Baggage,Travel Accessories,$0.00 ,Deny
2010020568343,28-Jan-10,1/2/10 0:00,JFK,John F. Kennedy International,Jet Blue,Passenger Property Loss,Checked Baggage,Medical/Science,$0.00 ,Deny
2010020568353,28-Jan-10,1/3/10 0:00,JFK,John F. Kennedy International,Iberia Airlines,Passenger Property Loss,Checkpoint,Clothing,$0.00 ,Deny
2010020568354,28-Jan-10,1/13/10 0:00,FLL,Ft. Lauderdale-Hollywood International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Currency,$0.00 ,Deny
2010021368398,28-Jan-10,1/4/10 0:00,ORD,Chicago O'Hare International Airport,American Airlines  ,Property Damage,Checkpoint,Jewelry & Watches,$107.70 ,Approve in Full
2010021368399,28-Jan-10,1/7/10 0:00,EWR,Newark International Airport,Delta Air Lines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,$0.00 ,Deny
2010021668411,28-Jan-10,1/18/10 0:00,JFK,John F. Kennedy International,Jet Blue,Passenger Property Loss,Checked Baggage,Currency,$0.00 ,Deny
2010021668420,28-Jan-10,1/11/10 9:09,ATL,Hartsfield-Jackson Atlanta International Airport,AirTran Airlines,Passenger Property Loss,Checked Baggage,Other,$0.00 ,Deny
2010021968549,28-Jan-10,1/2/10 0:00,ACY,Atlantic City International,Spirit Airlines,Property Damage,Checkpoint,Baggage/Cases/Purses,$0.00 ,Deny
2010021968562,28-Jan-10,1/8/10 13:20,LAW,Lawton/Ft. Sill Regional,American Airlines  ,Property Damage,Checkpoint,Baggage/Cases/Purses,$56.00 ,Settle
2010030268951,28-Jan-10,1/6/10 0:00,ABQ,Albuquerque International Sunport Airport,Southwest Airlines  ,Property Damage,Checked Baggage,Other,$195.28 ,Approve in Full
2010020368207,29-Jan-10,1/14/10 6:00,DAY,James M. Cox Dayton International,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Cameras,$0.00 ,Deny
2010020368209,29-Jan-10,1/23/10 15:00,COS,Colorado Springs Municipal,UAL  ,Passenger Property Loss,Checked Baggage,Clothing; Computer & Accessories; Jewelry & Watches,-,-
2010020368214,29-Jan-10,1/21/10 8:30,MCO,Orlando International Airport,Jet Blue,Property Damage,Checked Baggage,Baggage/Cases/Purses; Travel Accessories,$0.00 ,Deny
2010020368239,29-Jan-10,1/20/10 15:55,MCO,Orlando International Airport,Northwest Airlines  ,Passenger Property Loss,Checked Baggage,Other,$0.00 ,Deny
2010020368254,29-Jan-10,1/10/10 12:00,EWR,Newark International Airport,EL AL Israeli Airlines  ,Passenger Property Loss,Checked Baggage,Currency,$0.00 ,Deny
2010020368257,29-Jan-10,1/8/10 0:00,JFK,John F. Kennedy International,Cathay Pacific - CX,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses; Clothing,$0.00 ,Deny
2010020368260,29-Jan-10,1/24/10 19:49,EWR,Newark International Airport,Continental Airlines  ,Passenger Property Loss,Checked Baggage,Sporting Equipment & Supplies,$0.00 ,Deny
2010020368263,29-Jan-10,1/28/10 0:00,SNA,John Wayne,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Travel Accessories,$9.95 ,Approve in Full
2010020368264,29-Jan-10,1/22/10 17:10,LAS,McCarran International,Sun Country Airlines Inc  ,Property Damage,Checkpoint,Clothing,$0.00 ,Deny
2010020468266,29-Jan-10,1/10/10 15:15,BUF,Buffalo Niagara International,Jet Blue,Property Damage,Checkpoint,-,$0.00 ,Deny
2010020468274,29-Jan-10,1/11/10 23:25,LAS,McCarran International,Air Canada,Passenger Property Loss,Checked Baggage,"Books, Magazines & Other; Books, Magazines & Other; Clothing; Medical/Science",$0.00 ,Deny
2010020468282,29-Jan-10,1/24/10 21:00,RNO,Reno/Tahoe International,American Airlines  ,Passenger Property Loss,Checked Baggage,Clothing,$52.72 ,Approve in Full
2010020468311,29-Jan-10,1/4/10 0:00,EWR,Newark International Airport,Continental Airlines  ,Passenger Property Loss,Checkpoint,Jewelry & Watches,$110.00 ,Settle
2010020468313,29-Jan-10,1/27/10 9:00,LGA,LaGuardia ,American Airlines  ,Passenger Property Loss,Checked Baggage,Computer & Accessories,$0.00 ,Deny
2010020468315,29-Jan-10,1/22/10 10:00,GPT,Gulfport-Biloxi International,American Airlines  ,Passenger Property Loss,Checked Baggage,Clothing; Travel Accessories,$0.00 ,Deny
2010020468317,29-Jan-10,1/10/10 0:00,SEA,Seattle-Tacoma International,Alaska Airlines  ,Passenger Property Loss,Checked Baggage,Cameras,$0.00 ,Deny
2010020468327,29-Jan-10,1/15/10 23:55,OAK,Metropolitan Oakland International,Jet Blue,Property Damage,Checked Baggage,Cosmetics & Grooming,$0.00 ,Deny
2010020568336,29-Jan-10,1/22/10 0:30,PHL,Philadelphia International Airport,Midwest Express Airlines  ,Passenger Property Loss,Checked Baggage,Other,-,-
2010020568339,29-Jan-10,1/1/10 0:00,MFR,Rogue Valley International,UAL  ,Personal Injury,Checkpoint,-,-,-
2010020568341,29-Jan-10,1/20/10 14:30,BUR,Bob Hope ,American Airlines  ,Property Damage,Checkpoint,Clothing,$0.00 ,Deny
2010021268364,29-Jan-10,1/13/10 0:00,PHL,Philadelphia International Airport,USAir  ,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,$0.00 ,Deny
2010021868532,31-Jan-10,1/13/10 9:00,SLC,Salt Lake City International Airport,UAL  ,Property Damage,Checkpoint,Baggage/Cases/Purses,$0.00 ,Deny
2010021968556,31-Jan-10,1/3/10 18:30,DFW,Dallas-Fort Worth International Airport ,-,Property Damage,Checkpoint,Computer & Accessories,$0.00 ,Deny
2010021968563,31-Jan-10,1/4/10 10:40,RNO,Reno/Tahoe International,UAL  ,Passenger Property Loss,Checked Baggage,Household Items,$300.00 ,Approve in Full
2010021968567,31-Jan-10,1/6/10 0:00,LAS,McCarran International,Southwest Airlines  ,Property Damage,Checkpoint,Toys & Games,$0.00 ,Deny
2010020468289,1-Feb-10,1/26/10 10:30,MCO,Orlando International Airport,-,Passenger Property Loss,Checked Baggage,Other,$0.00 ,Deny
2010020468268,1-Feb-10,1/3/10 18:00,LEX,"Blue Grass ,Lexington",Allegiant Air,Property Damage,Checked Baggage,Computer & Accessories,$0.00 ,Deny
2010020468270,1-Feb-10,1/29/10 0:15,IAH,Houston - George Bush Intercontinental Airport,Continental Airlines  ,Passenger Property Loss,Checked Baggage,Clothing; Other,$229.90 ,Approve in Full
2010020468271,1-Feb-10,1/28/10 15:30,INL,Falls International ,Northwest Airlines  ,Passenger Property Loss,Checked Baggage,Other,$0.00 ,Deny
2010020468276,1-Feb-10,1/12/10 10:30,LAX,Los Angeles International Airport ,UAL  ,Property Damage,Checkpoint,Other,$619.19 ,Settle
2010020468278,1-Feb-10,1/30/10 11:00,IPT,Williamsport Lycoming Regional,USAir  ,Passenger Property Loss,Checkpoint,Cameras,$0.00 ,Deny
2010020468281,1-Feb-10,1/19/10 14:00,SAN,San Diego International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Jewelry & Watches,$0.00 ,Deny
2010020468284,1-Feb-10,1/27/10 0:00,GPI,"Glacier Park Int., Kalispell, MT",Skywest Airlines Australia  ,Passenger Property Loss,Checked Baggage,Clothing; Cosmetics & Grooming; Other; Toys & Games,$0.00 ,Deny
2010020468285,1-Feb-10,1/24/10 9:24,LAS,McCarran International,UAL  ,Property Damage,Checkpoint,Personal Accessories,$0.00 ,Deny
2010020468287,1-Feb-10,1/3/10 0:00,ONT,Ontario International,Delta Air Lines  ,Property Damage,Checkpoint,Cameras,$729.95 ,Approve in Full
2010020468290,1-Feb-10,1/6/10 15:00,CLT,Charlotte/Douglas International Airport,Northwest Airlines  ,Property Damage,Checked Baggage,Other,$0.00 ,Deny
2010020468292,1-Feb-10,1/24/10 9:45,MSP,Minneapolis/ St.Paul International Airport,USAir  ,Property Damage,Checkpoint,Musical Instruments & Accessories,$50.00 ,Settle
2010020468293,1-Feb-10,1/10/10 8:15,PHX,Phoenix Sky Harbor International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Clothing,$0.00 ,Deny
2010020468294,1-Feb-10,1/25/10 8:45,DTW,Detroit Metropolitan Wayne County Airport,Northwest Airlines  ,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses; Currency,$0.00 ,Deny
2010020468301,1-Feb-10,1/9/10 0:00,RSW,Southwest Florida International,North American Airlines,Passenger Property Loss,Checked Baggage,Currency,$0.00 ,Deny
2010020468303,1-Feb-10,1/15/10 7:00,FLL,Ft. Lauderdale-Hollywood International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses; Cosmetics & Grooming,$0.00 ,Deny
2010020468304,1-Feb-10,1/28/10 0:00,SAN,San Diego International,UAL  ,Passenger Property Loss,Checked Baggage,Clothing,$100.00 ,Approve in Full
2010020468305,1-Feb-10,1/22/10 0:00,MIA,Miami International Airport,American Airlines  ,Passenger Property Loss,Checked Baggage,Computer & Accessories; Cosmetics & Grooming,$0.00 ,Deny
2010020468306,1-Feb-10,1/29/10 9:30,MCO,Orlando International Airport,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Clothing,$0.00 ,Deny
2010020468308,1-Feb-10,1/1/10 0:00,PHL,Philadelphia International Airport,Northwest Airlines  ,Passenger Property Loss,Checked Baggage,Clothing; Toys & Games,$0.00 ,Deny
2010020468310,1-Feb-10,1/30/10 12:00,ABQ,Albuquerque International Sunport Airport,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Travel Accessories,-,-
2010020468316,1-Feb-10,1/29/10 5:30,HNL,Honolulu International Airport,UAL  ,Passenger Property Loss,Checked Baggage,Clothing,$0.00 ,Deny
2010020468320,1-Feb-10,1/23/10 9:00,ORF,Norfolk International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Clothing,-,-
2010020468323,1-Feb-10,1/25/10 0:00,SEA,Seattle-Tacoma International,Brit Air  ,Passenger Property Loss,Checked Baggage,Computer & Accessories,$0.00 ,Deny
2010020468328,1-Feb-10,2/4/10 0:00,OAK,Metropolitan Oakland International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Jewelry & Watches,-,-
2010020468331,1-Feb-10,1/16/10 9:00,SFO,San Francisco International,UAL  ,Passenger Property Loss,Checked Baggage,Travel Accessories,-,-
2010020468334,1-Feb-10,1/19/10 10:00,TPA,Tampa International,Jet Blue,Passenger Property Loss,Checked Baggage,Other,-,-
2010020568338,1-Feb-10,1/5/10 0:00,AGS,Bush Field,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Travel Accessories,$0.00 ,Deny
2010020568350,1-Feb-10,1/9/10 0:00,LAX,Los Angeles International Airport ,Singapore Airlines  ,Passenger Property Loss,Checked Baggage,Travel Accessories,$12.01 ,Approve in Full
2010021268369,1-Feb-10,1/7/10 0:00,MCO,Orlando International Airport,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses,$0.00 ,Deny
2010021268370,1-Feb-10,1/10/10 0:00,BUR,Bob Hope ,USAir  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,$0.00 ,Deny
2010021268371,1-Feb-10,1/1/10 0:00,CHS,Charleston International,Continental Airlines  ,Passenger Property Loss,Checked Baggage,Travel Accessories,$7.19 ,Approve in Full
2010021268374,1-Feb-10,1/6/10 0:00,LAX,Los Angeles International Airport ,Alaska Airlines  ,Passenger Property Loss,Checked Baggage,Other,$0.00 ,Deny
2010021368376,1-Feb-10,1/9/10 10:00,CLT,Charlotte/Douglas International Airport,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Toys & Games,-,-
2010021368381,1-Feb-10,1/26/10 0:00,DAY,James M. Cox Dayton International,Northwest Airlines  ,Passenger Property Loss,Checked Baggage,Clothing; Cosmetics & Grooming,$178.58 ,Settle
2010021368382,1-Feb-10,1/5/10 0:00,SEA,Seattle-Tacoma International,UAL  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,$0.00 ,Deny
2010021368384,1-Feb-10,1/31/10 15:20,LAX,Los Angeles International Airport ,-,Property Damage,Checkpoint,Audio/Video,$122.12 ,Settle
2010021368388,1-Feb-10,1/21/10 13:00,ORD,Chicago O'Hare International Airport,Iberia Airlines,Passenger Property Loss,Checked Baggage,"Audio/Video; Books, Magazines & Other; Other",-,-
2010021368394,1-Feb-10,1/19/10 10:30,BOS,Boston (Logan) International Airport ,UAL  ,Property Damage,Checkpoint,Clothing,$98.00 ,Settle
2010021368395,1-Feb-10,1/7/10 0:00,ORD,Chicago O'Hare International Airport,UAL  ,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,$0.00 ,Deny
2010021668414,1-Feb-10,1/18/10 9:45,DFW,Dallas-Fort Worth International Airport ,American Airlines  ,Passenger Property Loss,Checked Baggage,Cameras,$0.00 ,Deny
2010021668419,1-Feb-10,1/4/10 0:00,DTW,Detroit Metropolitan Wayne County Airport,Northwest Airlines  ,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses; Travel Accessories,$0.00 ,Deny
2010021768453,1-Feb-10,1/4/10 0:00,ELP,El Paso International Airport,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Personal Electronics,$0.00 ,Deny
2010021768457,1-Feb-10,1/16/10 12:00,FLL,Ft. Lauderdale-Hollywood International,AirTran Airlines,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses,$0.00 ,Deny
2010021768458,1-Feb-10,1/7/10 12:29,MCO,Orlando International Airport,Northwest Airlines  ,Passenger Property Loss,Checked Baggage,Computer & Accessories,$0.00 ,Deny
2010021868480,1-Feb-10,1/16/10 0:00,PIT,Pittsburgh International Airport,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,$0.00 ,Deny
2010021868481,1-Feb-10,1/13/10 6:30,F,Foreign airport,Cathay Pacific - CX,Passenger Property Loss,Checked Baggage,Travel Accessories,$0.00 ,Deny
2010021868484,1-Feb-10,1/17/10 0:00,DFW,Dallas-Fort Worth International Airport ,American Airlines  ,Property Damage,Checked Baggage,Household Items,$0.00 ,Deny
2010021868486,1-Feb-10,1/7/10 6:00,MSP,Minneapolis/ St.Paul International Airport,American Airlines  ,Property Damage,Checkpoint,Medical/Science,$0.00 ,Deny
2010021868490,1-Feb-10,1/12/10 5:30,JAX,Jacksonville International,-,Property Damage,Checkpoint,Baggage/Cases/Purses,$42.75 ,Settle
2010021868500,1-Feb-10,1/21/10 0:00,PSP,Palm Springs International,American Airlines  ,Passenger Property Loss,Checked Baggage,Travel Accessories,$7.32 ,Approve in Full
2010021868502,1-Feb-10,1/3/10 4:00,JFK,John F. Kennedy International,USAir  ,Passenger Property Loss,-,Cameras; Toys & Games,-,-
2010021868505,1-Feb-10,1/11/10 0:00,RST,"Rochester, MN",-,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,-,-
2010021868533,1-Feb-10,1/16/10 0:00,LAS,McCarran International,AirTran Airlines,Passenger Property Loss,Checked Baggage,Travel Accessories,$0.00 ,Deny
